,filepath,theta,phi,turbidity,exposure,elevation,fov
38,dashcam_illumination/train/2vxXILglc0RR6e4ScDt2iw_F.png,-106.94340814149321,81.5156712381426,4.0,0.032958999999999995,-2.23,84.68
39,dashcam_illumination/train/2vxXILglc0RR6e4ScDt2iw_B.png,-106.94340814149315,87.83432876185755,4.0,0.032958999999999995,8.42,70.84
40,dashcam_illumination/train/2w9Hp9RD6mYDm_ADGfmIuA_F.png,-110.43504223990624,53.18034095103573,3.5,0.054871,7.04,88.37
41,dashcam_illumination/train/2w9Hp9RD6mYDm_ADGfmIuA_B.png,69.56495776009376,36.46034095103571,3.5,0.054871,-9.68,79.05
42,dashcam_illumination/train/2Wfrzcknzw6dr72PWm7fHw_F.png,159.0923559236525,60.92532692075083,3.5,0.048006,1.89,93.54
43,dashcam_illumination/train/2Wfrzcknzw6dr72PWm7fHw_B.png,-20.90764407634756,66.80532692075083,3.5,0.048006,7.77,61.97
44,dashcam_illumination/train/2WI9HxPHeki5HPzAVW7QmA_F.png,179.2639927706627,67.45249852166836,4.5,0.033855,1.88,86.07
45,dashcam_illumination/train/2WI9HxPHeki5HPzAVW7QmA_B.png,-0.7360072293373613,69.54249852166839,4.5,0.033855,3.97,66.26
46,dashcam_illumination/train/2xdJzSNGEkf-uSzGgZ8_Qw_F.png,6.545511243867392,43.917140932890966,3.5,0.043029000000000005,-8.6,89.17
47,dashcam_illumination/train/2xdJzSNGEkf-uSzGgZ8_Qw_B.png,-173.45448875613258,48.657140932891,3.5,0.043029000000000005,-3.86,77.0
48,dashcam_illumination/train/2Xnu5DNaQgkBLGfL-QPRSw_F.png,-33.26726806407613,49.41734884754407,3.5,0.049089999999999995,-9.62,73.91
49,dashcam_illumination/train/2Xnu5DNaQgkBLGfL-QPRSw_B.png,146.73273193592388,54.537348847544095,3.5,0.049089999999999995,-4.5,78.47
50,dashcam_illumination/train/2y8zViL15qEid3bh7JgGPQ_F.png,-156.09356339856717,81.13203168251192,4.0,0.033894,4.72,97.61
51,dashcam_illumination/train/2y8zViL15qEid3bh7JgGPQ_B.png,23.906436601432823,85.49203168251188,4.0,0.033894,9.08,71.3
52,dashcam_illumination/train/2yb24bJH4_rvrTRixIZvZQ_F.png,-58.3235592194976,71.84878749233215,4.5,0.033787,-0.34,88.98
53,dashcam_illumination/train/2yb24bJH4_rvrTRixIZvZQ_B.png,121.67644078050243,64.24878749233214,4.5,0.033787,-7.94,78.52
54,dashcam_illumination/train/2yCT4SOokXE68SbnhHnpEQ_F.png,48.36179717678743,73.81761337810265,4.5,0.027413,4.11,93.97
55,dashcam_illumination/train/2yCT4SOokXE68SbnhHnpEQ_B.png,-131.6382028232126,69.8676133781027,4.5,0.027413,0.16,63.8
56,dashcam_illumination/train/2YiPmDbwVOfWpIOzIb6q7w_F.png,-127.58481364455764,81.22816623630779,4.0,0.036182,3.82,85.72
57,dashcam_illumination/train/2YiPmDbwVOfWpIOzIb6q7w_B.png,52.41518635544237,82.63816623630778,4.0,0.036182,5.23,84.7
58,dashcam_illumination/train/2YLHXmR0LY9jJAL3R1WwEw_F.png,-8.942799662129822,56.04648227939492,3.5,0.04243,-6.32,90.99
59,dashcam_illumination/train/2YLHXmR0LY9jJAL3R1WwEw_B.png,171.05720033787017,53.62648227939494,3.5,0.04243,-8.74,82.17
60,dashcam_illumination/train/2z6_5RzlyiZqVb4ozBoIWw_F.png,-161.13342154906167,78.92846239874187,4.5,0.031798,3.05,97.64
61,dashcam_illumination/train/2z6_5RzlyiZqVb4ozBoIWw_B.png,18.86657845093831,79.48846239874185,4.5,0.031798,3.61,91.79
62,dashcam_illumination/train/2ZdG3Eo6lf-RAcuRaR0KgQ_F.png,-10.26363984439252,62.90320452407075,3.5,0.049914,-1.17,88.63
63,dashcam_illumination/train/2ZdG3Eo6lf-RAcuRaR0KgQ_B.png,169.73636015560749,67.57320452407075,3.5,0.049914,3.5,78.37
64,dashcam_illumination/train/2ZQVzd-NJobSKMOZHkr39g_F.png,171.40649833312025,61.99586858346401,4.5,0.028401999999999997,-5.73,84.11
65,dashcam_illumination/train/2ZQVzd-NJobSKMOZHkr39g_B.png,-8.593501666879764,73.24586858346399,4.5,0.028401999999999997,5.52,89.8
66,dashcam_illumination/train/2ZSrFMuEK0lYuTtSqauI7A_F.png,72.25308820886077,68.26269853602784,4.5,0.030253,5.4,75.38
67,dashcam_illumination/train/2ZSrFMuEK0lYuTtSqauI7A_B.png,-107.74691179113924,60.10269853602782,4.5,0.030253,-2.76,93.53
68,dashcam_illumination/train/2_-Q8xCu7zsRA3yZ78tjkQ_F.png,177.74748741646684,57.791889851397976,3.5,0.040214,-5.79,64.71
69,dashcam_illumination/train/2_-Q8xCu7zsRA3yZ78tjkQ_B.png,-2.2525125835331963,68.95188985139797,3.5,0.040214,5.37,94.77
70,dashcam_illumination/train/2_5qqlMfcjV_qv8ZfaY1sg_F.png,-23.977179402341555,68.00439064008047,3.0,0.05113,5.86,78.46
71,dashcam_illumination/train/2_5qqlMfcjV_qv8ZfaY1sg_B.png,156.02282059765844,58.26439064008047,3.0,0.05113,-3.88,94.83
72,dashcam_illumination/train/2_7EFPxh6jPHxbs2F3WArg_F.png,151.41074169698237,55.36231518940824,4.0,0.047554,-7.96,87.83
73,dashcam_illumination/train/2_7EFPxh6jPHxbs2F3WArg_B.png,-28.589258303017637,59.81231518940821,4.0,0.047554,-3.51,69.18
74,dashcam_illumination/train/2_cdtOMSWoMB5iFD3C653A_F.png,-143.713385174778,40.155600428497245,2.0,0.041212,8.24,78.04
75,dashcam_illumination/train/2_cdtOMSWoMB5iFD3C653A_B.png,36.28661482522199,35.275600428497235,2.0,0.041212,3.36,90.13
76,dashcam_illumination/train/2_frMXF1IQZQncRriVqMXA_F.png,-131.88164456126336,34.691293813576,3.0,0.033532,0.66,66.92
77,dashcam_illumination/train/2_frMXF1IQZQncRriVqMXA_B.png,48.118355438736636,40.74129381357599,3.0,0.033532,6.71,74.91
78,dashcam_illumination/train/3-lLWYOiKFGbxGvNvAi-rg_F.png,-78.06792172917349,41.63419359668174,3.5,0.031687,-1.26,61.1
79,dashcam_illumination/train/3-lLWYOiKFGbxGvNvAi-rg_B.png,101.9320782708265,51.62419359668171,3.5,0.031687,8.73,86.94
80,dashcam_illumination/train/3-ntsslwpdhjmtjxfCwUXQ_F.png,-91.52734241006813,59.51298581977681,5.5,0.030297,-2.1,75.61
81,dashcam_illumination/train/3-ntsslwpdhjmtjxfCwUXQ_B.png,88.47265758993187,53.742985819776834,5.5,0.030297,-7.87,80.91
82,dashcam_illumination/train/3-Q47_tRAG78jXeRmeOZuw_F.png,-64.3338607318099,58.141965971764954,4.5,0.029816000000000002,-2.46,89.38
83,dashcam_illumination/train/3-Q47_tRAG78jXeRmeOZuw_B.png,115.6661392681901,66.93196597176495,4.5,0.029816000000000002,6.33,66.7
84,dashcam_illumination/train/302f2sAtK47EKz6T26uMgA_F.png,65.93798605334925,78.14760906164302,3.5,0.038243,-5.16,87.25
85,dashcam_illumination/train/302f2sAtK47EKz6T26uMgA_B.png,-114.06201394665077,78.937609061643,3.5,0.038243,-4.37,97.04
86,dashcam_illumination/train/305D2BLvYcuAbyfAfaEhEQ_F.png,-41.33071914330165,51.52419315615101,3.5,0.045618,-0.33,61.29
87,dashcam_illumination/train/305D2BLvYcuAbyfAfaEhEQ_B.png,138.66928085669838,48.584193156151,3.5,0.045618,-3.27,86.25
88,dashcam_illumination/train/30MA43xaWgtYRq9Gq_G6IA_F.png,85.42540974714794,63.06450683504722,4.5,0.029033,6.09,85.83
89,dashcam_illumination/train/30MA43xaWgtYRq9Gq_G6IA_B.png,-94.57459025285208,47.92450683504722,4.5,0.029033,-9.05,82.21
90,dashcam_illumination/train/30pZz1mWHVhhHW_4KyVyGw_F.png,-68.6700594436652,59.58366523854304,4.5,0.031365,-2.01,99.34
91,dashcam_illumination/train/30pZz1mWHVhhHW_4KyVyGw_B.png,111.32994055633482,67.54366523854307,4.5,0.031365,5.95,85.79
92,dashcam_illumination/train/30vpo5blt4qxh2dU8WwuXA_F.png,-178.25719307536784,57.66579562380706,4.0,0.040507,-4.7,86.35
93,dashcam_illumination/train/30vpo5blt4qxh2dU8WwuXA_B.png,1.7428069246321518,71.70579562380703,4.0,0.040507,9.34,73.69
94,dashcam_illumination/train/31iupXEaAriQAt2QnX7WjA_F.png,-179.95868337785947,78.29876662112706,4.0,0.031584,-0.77,67.95
95,dashcam_illumination/train/31iupXEaAriQAt2QnX7WjA_B.png,0.04131662214052941,84.81876662112708,4.0,0.031584,5.75,73.65
96,dashcam_illumination/train/31vp0qi-73nYQSGiwce7AQ_F.png,57.4367620713985,68.76472274841022,4.5,0.029183999999999998,-7.69,97.07
97,dashcam_illumination/train/31vp0qi-73nYQSGiwce7AQ_B.png,-122.56323792860157,86.17472274841028,4.5,0.029183999999999998,9.72,96.82
98,dashcam_illumination/train/32d8zZGA_7qH14YR_M3qrA_F.png,152.7444656497329,48.44794589969501,3.5,0.046573,-9.68,65.44
99,dashcam_illumination/train/32d8zZGA_7qH14YR_M3qrA_B.png,-27.25553435026716,52.457945899695,3.5,0.046573,-5.67,66.17
100,dashcam_illumination/train/32dKOOk_Ms2thLbE36J0xQ_F.png,-160.97904968674464,51.22553732917214,3.0,0.040643,5.5,98.86
101,dashcam_illumination/train/32dKOOk_Ms2thLbE36J0xQ_B.png,19.02095031325535,37.405537329172155,3.0,0.040643,-8.32,62.1
102,dashcam_illumination/train/32HAoFic6rrdeBREARsMDA_F.png,109.37742198164308,36.11997403569743,3.5,0.053224,-6.1,66.0
103,dashcam_illumination/train/32HAoFic6rrdeBREARsMDA_B.png,-70.62257801835693,39.67997403569742,3.5,0.053224,-2.54,68.33
104,dashcam_illumination/train/32snENV47VJoe7vIFweU0g_F.png,-107.91064248259212,39.445813388888155,4.0,0.038824000000000004,-7.86,86.79
105,dashcam_illumination/train/32snENV47VJoe7vIFweU0g_B.png,72.08935751740789,47.71581338888815,4.0,0.038824000000000004,0.41,96.97
106,dashcam_illumination/train/341gFx4RbL8y5BCtvrFNEg_F.png,31.244456223113374,75.53536958540464,4.0,0.037392,-3.31,67.22
107,dashcam_illumination/train/341gFx4RbL8y5BCtvrFNEg_B.png,-148.7555437768866,70.40536958540469,4.0,0.037392,-8.44,88.68
108,dashcam_illumination/train/34jaXLRDmrocrIIHKFff6g_F.png,-92.9329386399757,64.72486405866188,4.5,0.02957,1.44,64.9
109,dashcam_illumination/train/34jaXLRDmrocrIIHKFff6g_B.png,87.0670613600243,64.68486405866187,4.5,0.02957,1.4,81.4
110,dashcam_illumination/train/34UbWM8yH6DhpeP5m_W9dA_F.png,-37.207694438408936,37.653967904408624,2.5,0.049558,1.07,75.67
111,dashcam_illumination/train/34UbWM8yH6DhpeP5m_W9dA_B.png,142.79230556159106,34.23396790440861,2.5,0.049558,-2.35,89.84
112,dashcam_illumination/train/36AmW_ZcFFZZV06rgMCW4g_F.png,130.53974789694752,57.59138853386132,4.0,0.03145,2.87,71.82
113,dashcam_illumination/train/36AmW_ZcFFZZV06rgMCW4g_B.png,-49.46025210305252,50.581388533861315,4.0,0.03145,-4.14,95.95
114,dashcam_illumination/train/36D9AOK8jZFfIzwTGoBoNA_F.png,-177.78923831993356,48.58347242614433,4.0,0.030063,0.95,66.11
115,dashcam_illumination/train/36D9AOK8jZFfIzwTGoBoNA_B.png,2.210761680066452,47.02347242614433,4.0,0.030063,-0.61,66.64
116,dashcam_illumination/train/38oANPk2zHEABvLaxDGPvw_F.png,143.48580930369425,59.66582032454581,3.5,0.050158,-2.47,71.27
117,dashcam_illumination/train/38oANPk2zHEABvLaxDGPvw_B.png,-36.514190696305775,55.535820324545796,3.5,0.050158,-6.6,66.37
118,dashcam_illumination/train/3a9iN4UDw94xo8fCRDZcrQ_F.png,12.261531552655606,61.56861083153074,3.5,0.045551999999999995,-2.01,82.05
119,dashcam_illumination/train/3a9iN4UDw94xo8fCRDZcrQ_B.png,-167.7384684473444,59.688610831530745,3.5,0.045551999999999995,-3.89,84.23
120,dashcam_illumination/train/3aOltLaTpKJcQsHFqqPqIQ_F.png,171.81428416799938,81.4787871682187,4.5,0.027157999999999998,-0.68,80.89
121,dashcam_illumination/train/3aOltLaTpKJcQsHFqqPqIQ_B.png,171.81428416799938,88.73121283178124,4.5,0.027157999999999998,9.11,65.52
122,dashcam_illumination/train/3b2zgEr8Pb0JH9X8YRPdvg_F.png,168.6671392326923,57.5994293198551,3.5,0.044183,5.22,95.96
123,dashcam_illumination/train/3b2zgEr8Pb0JH9X8YRPdvg_B.png,-11.332860767307706,55.28942931985507,3.5,0.044183,2.91,77.62
124,dashcam_illumination/train/3bQSZFtAofuI-aGprrkseQ_F.png,-177.93721758806691,69.14500296980759,4.5,0.033601,-7.72,68.94
125,dashcam_illumination/train/3bQSZFtAofuI-aGprrkseQ_B.png,2.062782411933135,78.92500296980757,4.5,0.033601,2.06,94.37
126,dashcam_illumination/train/3bvU8YeHHEYpp9TiVz4sSg_F.png,104.32567763621286,63.928742550711185,4.0,0.036475,2.66,82.31
127,dashcam_illumination/train/3bvU8YeHHEYpp9TiVz4sSg_B.png,-75.67432236378716,64.87874255071121,4.0,0.036475,3.61,66.93
128,dashcam_illumination/train/3cu1I7VaVCVfkoc1240txA_F.png,-143.9591066708602,42.42519424969439,4.0,0.041252,-8.9,60.22
129,dashcam_illumination/train/3cu1I7VaVCVfkoc1240txA_B.png,36.04089332913979,54.98519424969442,4.0,0.041252,3.66,94.11
130,dashcam_illumination/train/3d23_MI-_wfBD2hNCDBSzw_F.png,-18.85029820955452,63.54943638213335,3.0,0.054795,0.73,83.85
131,dashcam_illumination/train/3d23_MI-_wfBD2hNCDBSzw_B.png,161.14970179044545,69.83943638213334,3.0,0.054795,7.02,89.46
132,dashcam_illumination/train/3dIienOnCX3k-oDi2HeKYg_F.png,-67.3254701805878,71.84077309379886,4.5,0.031110000000000002,-6.52,73.97
133,dashcam_illumination/train/3dIienOnCX3k-oDi2HeKYg_B.png,112.67452981941221,83.37077309379876,4.5,0.031110000000000002,5.01,82.91
134,dashcam_illumination/train/3dZ8XiBUPx_6SCB8S1soDg_F.png,-105.5509189024438,46.62476015133264,3.5,0.039673,1.99,74.47
135,dashcam_illumination/train/3dZ8XiBUPx_6SCB8S1soDg_B.png,74.44908109755619,51.20476015133266,3.5,0.039673,6.57,77.85
136,dashcam_illumination/train/3FrGNH8ZgUn2CeDc7zj23w_F.png,-167.32744162817733,30.186076190011477,2.5,0.048228,-9.5,95.88
137,dashcam_illumination/train/3FrGNH8ZgUn2CeDc7zj23w_B.png,12.672558371822687,45.656076190011476,2.5,0.048228,5.97,78.3
138,dashcam_illumination/train/3FzqYF0rGEyqkoD8oc04IA_F.png,-24.876145834529478,70.09733516455994,3.5,0.038926999999999996,-5.59,66.5
139,dashcam_illumination/train/3FzqYF0rGEyqkoD8oc04IA_B.png,155.12385416547056,71.33733516455999,3.5,0.038926999999999996,-4.35,66.31
140,dashcam_illumination/train/3g1_KemqfUkXlodVtW1cxg_F.png,34.08476281159652,51.320692678002956,4.0,0.034706,-6.83,95.41
141,dashcam_illumination/train/3g1_KemqfUkXlodVtW1cxg_B.png,-145.9152371884035,61.78069267800297,4.0,0.034706,3.63,99.7
142,dashcam_illumination/train/3GNKGaXhbxhljLyRPYTbZg_F.png,57.75613707715521,73.79907997441364,4.0,0.035094,-3.07,71.83
143,dashcam_illumination/train/3GNKGaXhbxhljLyRPYTbZg_B.png,-122.2438629228448,75.10907997441365,4.0,0.035094,-1.76,70.15
144,dashcam_illumination/train/3H-XoZ3snPUkCtrlNFd4Ng_F.png,-154.2537144905899,50.793577153944646,2.5,0.043944,9.06,71.39
145,dashcam_illumination/train/3H-XoZ3snPUkCtrlNFd4Ng_B.png,25.746285509410075,50.78357715394465,2.5,0.043944,9.05,86.99
146,dashcam_illumination/train/3hgu-ep2WC3_RBq5ZRgm8g_F.png,135.85329428805642,51.86958899805799,3.5,0.046609,-4.84,83.86
147,dashcam_illumination/train/3hgu-ep2WC3_RBq5ZRgm8g_B.png,-44.14670571194362,64.70958899805795,3.5,0.046609,8.0,68.02
148,dashcam_illumination/train/3HLqr17JUBMi7_uPAsfVuQ_F.png,178.08689564677204,50.01304699355982,3.5,0.050789999999999995,-9.41,92.03
149,dashcam_illumination/train/3HLqr17JUBMi7_uPAsfVuQ_B.png,-1.9131043532279823,53.68304699355985,3.5,0.050789999999999995,-5.74,73.72
150,dashcam_illumination/train/3HmzwlXBZE8gObhfvJaKEw_F.png,-36.7510835208464,65.93325634278254,5.5,0.023046,2.64,78.15
151,dashcam_illumination/train/3HmzwlXBZE8gObhfvJaKEw_B.png,143.2489164791536,55.22325634278253,5.5,0.023046,-8.07,87.68
152,dashcam_illumination/train/3HPgYn693AhmVTWAfySTfg_F.png,137.92300539487192,37.49290216154457,2.5,0.053973,-2.51,63.48
153,dashcam_illumination/train/3HPgYn693AhmVTWAfySTfg_B.png,-42.0769946051281,46.44290216154457,2.5,0.053973,6.44,62.68
154,dashcam_illumination/train/3HWdx7ZgOXH9ge4QEKvinQ_F.png,-59.95308439489463,51.27620039628528,4.5,0.030356,-0.6,87.55
155,dashcam_illumination/train/3HWdx7ZgOXH9ge4QEKvinQ_B.png,120.04691560510537,51.99620039628529,4.5,0.030356,0.12,61.9
156,dashcam_illumination/train/3Ie9VajqHrTc19by0Nk2hQ_F.png,-109.49287622069744,59.30791116568033,4.5,0.030637,-0.97,60.94
157,dashcam_illumination/train/3Ie9VajqHrTc19by0Nk2hQ_B.png,70.50712377930256,52.10791116568032,4.5,0.030637,-8.17,92.12
158,dashcam_illumination/train/3IJ6vFy6g3sWTXxomgUgfw_F.png,-60.504418279386975,58.04143167901297,4.5,0.030111000000000002,-1.41,70.42
159,dashcam_illumination/train/3IJ6vFy6g3sWTXxomgUgfw_B.png,119.49558172061302,61.911431679012956,4.5,0.030111000000000002,2.46,91.85
160,dashcam_illumination/train/3J7wOyHvjdaiJhOWwkocIQ_F.png,-69.94631217953736,62.64172000358885,4.5,0.038380000000000004,-5.65,96.01
161,dashcam_illumination/train/3J7wOyHvjdaiJhOWwkocIQ_B.png,110.05368782046264,58.341720003588854,4.5,0.038380000000000004,-9.95,99.04
162,dashcam_illumination/train/3jcPlIMHj7jbUf9QkvB3eg_F.png,78.00079631115973,54.160299525847975,4.0,0.034517,-1.04,83.72
163,dashcam_illumination/train/3jcPlIMHj7jbUf9QkvB3eg_B.png,-101.99920368884027,65.18029952584799,4.0,0.034517,9.98,94.68
164,dashcam_illumination/train/3JLi78S_PBShQcgeD994Ag_F.png,-136.2314909835604,43.356648715332405,3.5,0.035296,-4.35,95.88
165,dashcam_illumination/train/3JLi78S_PBShQcgeD994Ag_B.png,43.7685090164396,49.386648715332406,3.5,0.035296,1.68,61.11
166,dashcam_illumination/train/3JMMaxqtsR3x9c_VO_WDdQ_F.png,33.115060018072995,47.393871317506715,3.5,0.040438,-0.55,61.79
167,dashcam_illumination/train/3JMMaxqtsR3x9c_VO_WDdQ_B.png,-146.884939981927,57.61387131750671,3.5,0.040438,9.67,60.97
168,dashcam_illumination/train/3jReREi70RrgkQ0ePh92dg_F.png,-124.05615931050282,54.168633763269064,3.5,0.039985,9.82,65.77
169,dashcam_illumination/train/3jReREi70RrgkQ0ePh92dg_B.png,55.943840689497186,49.578633763269075,3.5,0.039985,5.23,77.68
170,dashcam_illumination/train/3JXsrxjJR14NQVlTmsGJSw_F.png,-174.4838570922937,51.24538798341977,3.5,0.046205,-5.46,98.59
171,dashcam_illumination/train/3JXsrxjJR14NQVlTmsGJSw_B.png,5.516142907706262,51.52538798341976,3.5,0.046205,-5.18,96.76
172,dashcam_illumination/train/3k39TBR4ok7Q90hYUJvivQ_F.png,-110.5716926313159,40.959010213856935,4.0,0.039572,-5.18,72.35
173,dashcam_illumination/train/3k39TBR4ok7Q90hYUJvivQ_B.png,69.4283073686841,49.99901021385696,4.0,0.039572,3.86,84.46
174,dashcam_illumination/train/3KvsgVLvndRGTMskClvpzQ_F.png,-130.80909312976306,53.69418844317778,4.0,0.032904,0.13,75.61
175,dashcam_illumination/train/3KvsgVLvndRGTMskClvpzQ_B.png,49.19090687023697,50.85418844317778,4.0,0.032904,-2.71,98.37
176,dashcam_illumination/train/3kygG0oEBAi2Zvh-adrgFA_F.png,-113.34477408003876,47.27617065434666,3.0,0.045651,5.65,66.78
177,dashcam_illumination/train/3kygG0oEBAi2Zvh-adrgFA_B.png,66.65522591996125,45.786170654346684,3.0,0.045651,4.16,82.61
178,dashcam_illumination/train/3L902PATqhLwVjdJcbG2-A_F.png,126.48820183353727,72.61707613003287,4.5,0.033178,7.65,62.56
179,dashcam_illumination/train/3L902PATqhLwVjdJcbG2-A_B.png,-53.51179816646272,74.18707613003286,4.5,0.033178,9.22,79.72
180,dashcam_illumination/train/3Lq7IJB3ZZRUq0A8cE4KSg_F.png,-60.72874630421378,47.64602338360272,3.5,0.041766000000000005,2.13,92.62
181,dashcam_illumination/train/3Lq7IJB3ZZRUq0A8cE4KSg_B.png,119.27125369578621,48.866023383602716,3.5,0.041766000000000005,3.35,83.58
182,dashcam_illumination/train/3m2RcSeaxBd6VB6Mm9HkEA_F.png,-118.90268500417126,49.737766341297714,3.5,0.037453,5.1,83.45
183,dashcam_illumination/train/3m2RcSeaxBd6VB6Mm9HkEA_B.png,61.097314995828754,38.1677663412977,3.5,0.037453,-6.47,75.75
184,dashcam_illumination/train/3MFjU3Iqn4OeVqah8NtH4Q_F.png,-39.132632536504886,57.49653121415678,4.5,0.027272,-0.25,68.85
185,dashcam_illumination/train/3MFjU3Iqn4OeVqah8NtH4Q_B.png,140.8673674634951,53.466531214156774,4.5,0.027272,-4.28,78.02
186,dashcam_illumination/train/3MgdAzQAl0mH5gJBhP1fcA_F.png,36.75038923930821,50.19152558929239,3.5,0.040105,4.49,67.11
187,dashcam_illumination/train/3MgdAzQAl0mH5gJBhP1fcA_B.png,-143.2496107606918,48.2815255892924,3.5,0.040105,2.58,68.98
