filepath,shadow_path,u,v,wsky1,wsky2,wsky3,wsun1,wsun2,wsun3,kappa,beta,turbidity,elevation,fov,mode
./pano/9C4A0048_b.jpg,./shadow/9C4A0048_b.jpg,258.8832,30.9132,0.51037,0.50183,0.49432,0.024,0.0223,0.02067,0.28031,4.84624,16.38598,-8.18,74.72,0.43
./pano/9C4A0048_c.jpg,./shadow/9C4A0048_c.jpg,258.8832,30.9132,0.51037,0.50183,0.49432,0.024,0.0223,0.02067,0.28031,4.84624,16.38598,3.35,96.81,0.53
./pano/9C4A0048_d.jpg,./shadow/9C4A0048_d.jpg,258.8832,30.9132,0.51037,0.50183,0.49432,0.024,0.0223,0.02067,0.28031,4.84624,16.38598,-8.81,99.44,0.68
./pano/9C4A0048_e.jpg,./shadow/9C4A0048_e.jpg,258.8832,30.9132,0.51037,0.50183,0.49432,0.024,0.0223,0.02067,0.28031,4.84624,16.38598,-11.62,66.33,0.0
./pano/9C4A0048_f.jpg,./shadow/9C4A0048_f.jpg,258.8832,30.9132,0.51037,0.50183,0.49432,0.024,0.0223,0.02067,0.28031,4.84624,16.38598,8.1,88.92,0.95
./pano/9C4A0048_g.jpg,./shadow/9C4A0048_g.jpg,258.8832,30.9132,0.51037,0.50183,0.49432,0.024,0.0223,0.02067,0.28031,4.84624,16.38598,-0.56,79.1,0.29
./pano/9C4A0055_a.jpg,./shadow/9C4A0055_a.jpg,278.7912,40.0752,0.35953,0.4266,0.49979,3.00621,2.9033900000000004,2.76657,0.11195,28.501959999999997,23.45424,7.02,68.23,0.9
./pano/9C4A0055_b.jpg,./shadow/9C4A0055_b.jpg,278.7912,40.0752,0.35953,0.4266,0.49979,3.00621,2.9033900000000004,2.76657,0.11195,28.501959999999997,23.45424,10.22,79.22,0.44
./pano/9C4A0055_c.jpg,./shadow/9C4A0055_c.jpg,278.7912,40.0752,0.35953,0.4266,0.49979,3.00621,2.9033900000000004,2.76657,0.11195,28.501959999999997,23.45424,9.84,80.99,0.71
./pano/9C4A0055_d.jpg,./shadow/9C4A0055_d.jpg,278.7912,40.0752,0.35953,0.4266,0.49979,3.00621,2.9033900000000004,2.76657,0.11195,28.501959999999997,23.45424,16.68,81.65,0.46
./pano/9C4A0055_e.jpg,./shadow/9C4A0055_e.jpg,278.7912,40.0752,0.35953,0.4266,0.49979,3.00621,2.9033900000000004,2.76657,0.11195,28.501959999999997,23.45424,-4.51,91.51,0.11
./pano/9C4A0055_f.jpg,./shadow/9C4A0055_f.jpg,278.7912,40.0752,0.35953,0.4266,0.49979,3.00621,2.9033900000000004,2.76657,0.11195,28.501959999999997,23.45424,6.76,78.19,0.06
./pano/9C4A0055_g.jpg,./shadow/9C4A0055_g.jpg,278.7912,40.0752,0.35953,0.4266,0.49979,3.00621,2.9033900000000004,2.76657,0.11195,28.501959999999997,23.45424,15.92,90.64,0.58
./pano/9C4A0090_a.jpg,./shadow/9C4A0090_a.jpg,337.6044,30.7764,0.63264,0.61885,0.60833,0.01054,0.00971,0.00899,0.35600000000000004,2.1419799999999998,18.59435,-18.7,75.19,0.55
./pano/9C4A0090_b.jpg,./shadow/9C4A0090_b.jpg,337.6044,30.7764,0.63264,0.61885,0.60833,0.01054,0.00971,0.00899,0.35600000000000004,2.1419799999999998,18.59435,-17.55,95.54,0.21
./pano/9C4A0090_c.jpg,./shadow/9C4A0090_c.jpg,337.6044,30.7764,0.63264,0.61885,0.60833,0.01054,0.00971,0.00899,0.35600000000000004,2.1419799999999998,18.59435,-9.09,65.95,0.18
./pano/9C4A0090_d.jpg,./shadow/9C4A0090_d.jpg,337.6044,30.7764,0.63264,0.61885,0.60833,0.01054,0.00971,0.00899,0.35600000000000004,2.1419799999999998,18.59435,-13.69,70.01,0.59
./pano/9C4A0090_e.jpg,./shadow/9C4A0090_e.jpg,337.6044,30.7764,0.63264,0.61885,0.60833,0.01054,0.00971,0.00899,0.35600000000000004,2.1419799999999998,18.59435,-2.27,76.66,0.15
./pano/9C4A0090_f.jpg,./shadow/9C4A0090_f.jpg,337.6044,30.7764,0.63264,0.61885,0.60833,0.01054,0.00971,0.00899,0.35600000000000004,2.1419799999999998,18.59435,-7.25,79.35,0.38
./pano/9C4A0090_g.jpg,./shadow/9C4A0090_g.jpg,337.6044,30.7764,0.63264,0.61885,0.60833,0.01054,0.00971,0.00899,0.35600000000000004,2.1419799999999998,18.59435,-5.62,64.64,0.74
./pano/9C4A0097_a.jpg,./shadow/9C4A0097_a.jpg,252.7812,39.7278,0.35891,0.42994,0.50783,3.19098,3.08835,2.95035,0.11166,29.306729999999998,24.08478,6.59,65.77,0.48
./pano/9C4A0097_b.jpg,./shadow/9C4A0097_b.jpg,252.7812,39.7278,0.35891,0.42994,0.50783,3.19098,3.08835,2.95035,0.11166,29.306729999999998,24.08478,12.23,71.79,0.6
./pano/9C4A0097_c.jpg,./shadow/9C4A0097_c.jpg,252.7812,39.7278,0.35891,0.42994,0.50783,3.19098,3.08835,2.95035,0.11166,29.306729999999998,24.08478,15.76,75.09,0.15
./pano/9C4A0097_d.jpg,./shadow/9C4A0097_d.jpg,252.7812,39.7278,0.35891,0.42994,0.50783,3.19098,3.08835,2.95035,0.11166,29.306729999999998,24.08478,-6.49,67.27,0.54
./pano/9C4A0097_e.jpg,./shadow/9C4A0097_e.jpg,252.7812,39.7278,0.35891,0.42994,0.50783,3.19098,3.08835,2.95035,0.11166,29.306729999999998,24.08478,4.44,77.55,0.24
./pano/9C4A0097_f.jpg,./shadow/9C4A0097_f.jpg,252.7812,39.7278,0.35891,0.42994,0.50783,3.19098,3.08835,2.95035,0.11166,29.306729999999998,24.08478,-14.3,86.05,0.11
./pano/9C4A0097_g.jpg,./shadow/9C4A0097_g.jpg,252.7812,39.7278,0.35891,0.42994,0.50783,3.19098,3.08835,2.95035,0.11166,29.306729999999998,24.08478,-9.18,80.69,0.87
./pano/9C4A0139_a.jpg,./shadow/9C4A0139_a.jpg,183.114,15.2496,0.63118,0.61442,0.60193,0.00228,0.0021,0.00197,0.50874,1.04156,19.5124,-19.48,83.68,0.18
./pano/9C4A0139_b.jpg,./shadow/9C4A0139_b.jpg,183.114,15.2496,0.63118,0.61442,0.60193,0.00228,0.0021,0.00197,0.50874,1.04156,19.5124,13.33,98.54,0.55
./pano/9C4A0139_c.jpg,./shadow/9C4A0139_c.jpg,183.114,15.2496,0.63118,0.61442,0.60193,0.00228,0.0021,0.00197,0.50874,1.04156,19.5124,-7.5,99.9,0.1
./pano/9C4A0139_d.jpg,./shadow/9C4A0139_d.jpg,183.114,15.2496,0.63118,0.61442,0.60193,0.00228,0.0021,0.00197,0.50874,1.04156,19.5124,-15.56,60.54,0.51
./pano/9C4A0139_e.jpg,./shadow/9C4A0139_e.jpg,183.114,15.2496,0.63118,0.61442,0.60193,0.00228,0.0021,0.00197,0.50874,1.04156,19.5124,-10.19,98.48,0.26
./pano/9C4A0139_f.jpg,./shadow/9C4A0139_f.jpg,183.114,15.2496,0.63118,0.61442,0.60193,0.00228,0.0021,0.00197,0.50874,1.04156,19.5124,-9.48,95.98,0.32
./pano/9C4A0139_g.jpg,./shadow/9C4A0139_g.jpg,183.114,15.2496,0.63118,0.61442,0.60193,0.00228,0.0021,0.00197,0.50874,1.04156,19.5124,15.73,93.88,0.77
./pano/9C4A0181_a.jpg,./shadow/9C4A0181_a.jpg,342.9684000000001,29.034000000000002,0.62038,0.60854,0.60001,0.00927,0.00854,0.00792,0.37224,2.05483,18.79695,-3.61,69.99,0.61
./pano/9C4A0181_b.jpg,./shadow/9C4A0181_b.jpg,342.9684000000001,29.034000000000002,0.62038,0.60854,0.60001,0.00927,0.00854,0.00792,0.37224,2.05483,18.79695,-3.41,70.35,0.94
./pano/9C4A0181_c.jpg,./shadow/9C4A0181_c.jpg,342.9684000000001,29.034000000000002,0.62038,0.60854,0.60001,0.00927,0.00854,0.00792,0.37224,2.05483,18.79695,0.81,84.31,0.27
./pano/9C4A0181_d.jpg,./shadow/9C4A0181_d.jpg,342.9684000000001,29.034000000000002,0.62038,0.60854,0.60001,0.00927,0.00854,0.00792,0.37224,2.05483,18.79695,-3.27,82.21,0.17
./pano/9C4A0181_e.jpg,./shadow/9C4A0181_e.jpg,342.9684000000001,29.034000000000002,0.62038,0.60854,0.60001,0.00927,0.00854,0.00792,0.37224,2.05483,18.79695,3.4,68.41,0.22
./pano/9C4A0181_f.jpg,./shadow/9C4A0181_f.jpg,342.9684000000001,29.034000000000002,0.62038,0.60854,0.60001,0.00927,0.00854,0.00792,0.37224,2.05483,18.79695,6.73,76.97,0.9
./pano/9C4A0181_g.jpg,./shadow/9C4A0181_g.jpg,342.9684000000001,29.034000000000002,0.62038,0.60854,0.60001,0.00927,0.00854,0.00792,0.37224,2.05483,18.79695,-12.88,89.48,0.4
./pano/9C4A0223_a.jpg,./shadow/9C4A0223_a.jpg,38.6604,28.017000000000003,0.46457,0.4629,0.46133,0.062,0.05777,0.05325,0.2172,8.176789999999999,15.83756,-16.2,94.17,0.72
./pano/9C4A0223_b.jpg,./shadow/9C4A0223_b.jpg,38.6604,28.017000000000003,0.46457,0.4629,0.46133,0.062,0.05777,0.05325,0.2172,8.176789999999999,15.83756,0.76,61.82,0.03
./pano/9C4A0223_c.jpg,./shadow/9C4A0223_c.jpg,38.6604,28.017000000000003,0.46457,0.4629,0.46133,0.062,0.05777,0.05325,0.2172,8.176789999999999,15.83756,-12.76,91.95,0.81
./pano/9C4A0223_d.jpg,./shadow/9C4A0223_d.jpg,38.6604,28.017000000000003,0.46457,0.4629,0.46133,0.062,0.05777,0.05325,0.2172,8.176789999999999,15.83756,-1.36,68.35,0.96
./pano/9C4A0223_e.jpg,./shadow/9C4A0223_e.jpg,38.6604,28.017000000000003,0.46457,0.4629,0.46133,0.062,0.05777,0.05325,0.2172,8.176789999999999,15.83756,3.5,64.31,0.62
./pano/9C4A0223_f.jpg,./shadow/9C4A0223_f.jpg,38.6604,28.017000000000003,0.46457,0.4629,0.46133,0.062,0.05777,0.05325,0.2172,8.176789999999999,15.83756,12.67,69.61,0.79
./pano/9C4A0223_g.jpg,./shadow/9C4A0223_g.jpg,38.6604,28.017000000000003,0.46457,0.4629,0.46133,0.062,0.05777,0.05325,0.2172,8.176789999999999,15.83756,-1.17,81.18,0.65
./pano/9C4A0265_a.jpg,./shadow/9C4A0265_a.jpg,281.8476,28.8774,0.44914,0.45537,0.46092,0.28943,0.27103,0.24795,0.13725,14.55016,15.51612,10.42,71.19,0.9
./pano/9C4A0265_b.jpg,./shadow/9C4A0265_b.jpg,281.8476,28.8774,0.44914,0.45537,0.46092,0.28943,0.27103,0.24795,0.13725,14.55016,15.51612,-13.01,88.03,0.88
./pano/9C4A0265_c.jpg,./shadow/9C4A0265_c.jpg,281.8476,28.8774,0.44914,0.45537,0.46092,0.28943,0.27103,0.24795,0.13725,14.55016,15.51612,0.21,89.53,0.55
./pano/9C4A0265_d.jpg,./shadow/9C4A0265_d.jpg,281.8476,28.8774,0.44914,0.45537,0.46092,0.28943,0.27103,0.24795,0.13725,14.55016,15.51612,-8.83,84.45,0.36
./pano/9C4A0265_e.jpg,./shadow/9C4A0265_e.jpg,281.8476,28.8774,0.44914,0.45537,0.46092,0.28943,0.27103,0.24795,0.13725,14.55016,15.51612,-17.08,71.28,0.81
./pano/9C4A0265_f.jpg,./shadow/9C4A0265_f.jpg,281.8476,28.8774,0.44914,0.45537,0.46092,0.28943,0.27103,0.24795,0.13725,14.55016,15.51612,14.13,87.95,0.63
./pano/9C4A0265_g.jpg,./shadow/9C4A0265_g.jpg,281.8476,28.8774,0.44914,0.45537,0.46092,0.28943,0.27103,0.24795,0.13725,14.55016,15.51612,16.44,63.19,0.54
./pano/9C4A0307_a.jpg,./shadow/9C4A0307_a.jpg,347.6952,28.8234,0.5813,0.57644,0.5727,0.08843,0.08192,0.0748,0.19457,6.420669999999999,17.11179,-18.49,66.2,0.36
./pano/9C4A0307_b.jpg,./shadow/9C4A0307_b.jpg,347.6952,28.8234,0.5813,0.57644,0.5727,0.08843,0.08192,0.0748,0.19457,6.420669999999999,17.11179,19.71,70.75,0.05
./pano/9C4A0307_c.jpg,./shadow/9C4A0307_c.jpg,347.6952,28.8234,0.5813,0.57644,0.5727,0.08843,0.08192,0.0748,0.19457,6.420669999999999,17.11179,-17.46,75.58,0.52
./pano/9C4A0307_d.jpg,./shadow/9C4A0307_d.jpg,347.6952,28.8234,0.5813,0.57644,0.5727,0.08843,0.08192,0.0748,0.19457,6.420669999999999,17.11179,1.69,76.91,0.85
./pano/9C4A0307_e.jpg,./shadow/9C4A0307_e.jpg,347.6952,28.8234,0.5813,0.57644,0.5727,0.08843,0.08192,0.0748,0.19457,6.420669999999999,17.11179,10.54,84.25,0.05
./pano/9C4A0307_f.jpg,./shadow/9C4A0307_f.jpg,347.6952,28.8234,0.5813,0.57644,0.5727,0.08843,0.08192,0.0748,0.19457,6.420669999999999,17.11179,7.45,68.27,0.36
./pano/9C4A0307_g.jpg,./shadow/9C4A0307_g.jpg,347.6952,28.8234,0.5813,0.57644,0.5727,0.08843,0.08192,0.0748,0.19457,6.420669999999999,17.11179,16.45,70.96,0.95
./pano/9C4A0349_a.jpg,./shadow/9C4A0349_a.jpg,4.9608,21.8628,0.7976800000000001,0.77005,0.7481899999999999,0.0027,0.00247,0.00229,0.47875,0.7442300000000001,20.73969,-10.36,70.33,0.01
./pano/9C4A0349_b.jpg,./shadow/9C4A0349_b.jpg,4.9608,21.8628,0.7976800000000001,0.77005,0.7481899999999999,0.0027,0.00247,0.00229,0.47875,0.7442300000000001,20.73969,2.48,92.81,0.29
./pano/9C4A0349_c.jpg,./shadow/9C4A0349_c.jpg,4.9608,21.8628,0.7976800000000001,0.77005,0.7481899999999999,0.0027,0.00247,0.00229,0.47875,0.7442300000000001,20.73969,16.52,63.17,0.83
./pano/9C4A0349_d.jpg,./shadow/9C4A0349_d.jpg,4.9608,21.8628,0.7976800000000001,0.77005,0.7481899999999999,0.0027,0.00247,0.00229,0.47875,0.7442300000000001,20.73969,2.32,78.57,0.36
./pano/9C4A0349_e.jpg,./shadow/9C4A0349_e.jpg,4.9608,21.8628,0.7976800000000001,0.77005,0.7481899999999999,0.0027,0.00247,0.00229,0.47875,0.7442300000000001,20.73969,-5.78,76.04,0.5
./pano/9C4A0349_f.jpg,./shadow/9C4A0349_f.jpg,4.9608,21.8628,0.7976800000000001,0.77005,0.7481899999999999,0.0027,0.00247,0.00229,0.47875,0.7442300000000001,20.73969,12.92,77.91,0.05
./pano/9C4A0349_g.jpg,./shadow/9C4A0349_g.jpg,4.9608,21.8628,0.7976800000000001,0.77005,0.7481899999999999,0.0027,0.00247,0.00229,0.47875,0.7442300000000001,20.73969,-7.52,61.41,0.82
./pano/9C4A0391_a.jpg,./shadow/9C4A0391_a.jpg,38.9808,52.1046,0.8107300000000001,0.78372,0.76222,0.0039,0.00355,0.00328,0.44175,0.86693,20.73548,-4.91,84.95,0.12
./pano/9C4A0391_b.jpg,./shadow/9C4A0391_b.jpg,38.9808,52.1046,0.8107300000000001,0.78372,0.76222,0.0039,0.00355,0.00328,0.44175,0.86693,20.73548,-10.46,62.83,0.61
./pano/9C4A0391_c.jpg,./shadow/9C4A0391_c.jpg,38.9808,52.1046,0.8107300000000001,0.78372,0.76222,0.0039,0.00355,0.00328,0.44175,0.86693,20.73548,5.77,77.14,0.23
./pano/9C4A0391_d.jpg,./shadow/9C4A0391_d.jpg,38.9808,52.1046,0.8107300000000001,0.78372,0.76222,0.0039,0.00355,0.00328,0.44175,0.86693,20.73548,8.42,92.19,0.36
./pano/9C4A0391_e.jpg,./shadow/9C4A0391_e.jpg,38.9808,52.1046,0.8107300000000001,0.78372,0.76222,0.0039,0.00355,0.00328,0.44175,0.86693,20.73548,4.04,81.71,0.47
./pano/9C4A0391_f.jpg,./shadow/9C4A0391_f.jpg,38.9808,52.1046,0.8107300000000001,0.78372,0.76222,0.0039,0.00355,0.00328,0.44175,0.86693,20.73548,-15.31,63.62,0.27
./pano/9C4A0391_g.jpg,./shadow/9C4A0391_g.jpg,38.9808,52.1046,0.8107300000000001,0.78372,0.76222,0.0039,0.00355,0.00328,0.44175,0.86693,20.73548,16.25,66.02,0.29
./pano/9C4A0398_a.jpg,./shadow/9C4A0398_a.jpg,30.24,27.529200000000003,0.42789,0.45802,0.48875,1.27351,1.20758,1.11856,0.10367,20.26197,17.90514,7.8,80.59,0.17
./pano/9C4A0398_b.jpg,./shadow/9C4A0398_b.jpg,30.24,27.529200000000003,0.42789,0.45802,0.48875,1.27351,1.20758,1.11856,0.10367,20.26197,17.90514,-2.56,85.7,0.58
./pano/9C4A0398_c.jpg,./shadow/9C4A0398_c.jpg,30.24,27.529200000000003,0.42789,0.45802,0.48875,1.27351,1.20758,1.11856,0.10367,20.26197,17.90514,-16.21,78.14,0.71
./pano/9C4A0398_d.jpg,./shadow/9C4A0398_d.jpg,30.24,27.529200000000003,0.42789,0.45802,0.48875,1.27351,1.20758,1.11856,0.10367,20.26197,17.90514,-0.73,94.39,0.41
./pano/9C4A0398_e.jpg,./shadow/9C4A0398_e.jpg,30.24,27.529200000000003,0.42789,0.45802,0.48875,1.27351,1.20758,1.11856,0.10367,20.26197,17.90514,12.42,82.05,0.7
./pano/9C4A0398_f.jpg,./shadow/9C4A0398_f.jpg,30.24,27.529200000000003,0.42789,0.45802,0.48875,1.27351,1.20758,1.11856,0.10367,20.26197,17.90514,-3.94,75.49,0.08
./pano/9C4A0398_g.jpg,./shadow/9C4A0398_g.jpg,30.24,27.529200000000003,0.42789,0.45802,0.48875,1.27351,1.20758,1.11856,0.10367,20.26197,17.90514,-2.89,84.12,0.68
./pano/9C4A0433_a.jpg,./shadow/9C4A0433_a.jpg,68.54400000000001,27.144000000000002,0.73446,0.7127899999999999,0.69577,0.00599,0.00549,0.00508,0.40334000000000003,1.26001,19.7634,15.35,98.34,0.91
./pano/9C4A0433_b.jpg,./shadow/9C4A0433_b.jpg,68.54400000000001,27.144000000000002,0.73446,0.7127899999999999,0.69577,0.00599,0.00549,0.00508,0.40334000000000003,1.26001,19.7634,-8.91,86.15,0.87
./pano/9C4A0433_c.jpg,./shadow/9C4A0433_c.jpg,68.54400000000001,27.144000000000002,0.73446,0.7127899999999999,0.69577,0.00599,0.00549,0.00508,0.40334000000000003,1.26001,19.7634,2.46,73.88,0.5
./pano/9C4A0433_d.jpg,./shadow/9C4A0433_d.jpg,68.54400000000001,27.144000000000002,0.73446,0.7127899999999999,0.69577,0.00599,0.00549,0.00508,0.40334000000000003,1.26001,19.7634,16.14,80.56,0.26
./pano/9C4A0433_e.jpg,./shadow/9C4A0433_e.jpg,68.54400000000001,27.144000000000002,0.73446,0.7127899999999999,0.69577,0.00599,0.00549,0.00508,0.40334000000000003,1.26001,19.7634,0.92,84.25,0.56
./pano/9C4A0433_f.jpg,./shadow/9C4A0433_f.jpg,68.54400000000001,27.144000000000002,0.73446,0.7127899999999999,0.69577,0.00599,0.00549,0.00508,0.40334000000000003,1.26001,19.7634,18.78,71.6,0.08
./pano/9C4A0433_g.jpg,./shadow/9C4A0433_g.jpg,68.54400000000001,27.144000000000002,0.73446,0.7127899999999999,0.69577,0.00599,0.00549,0.00508,0.40334000000000003,1.26001,19.7634,-5.56,68.25,0.45
./pano/9C4A0440_a.jpg,./shadow/9C4A0440_a.jpg,109.3356,26.922600000000006,0.34581,0.38242,0.4204100000000001,1.58499,1.51265,1.41457,0.107,25.22581,18.1314,-0.5,97.28,0.71
./pano/9C4A0440_b.jpg,./shadow/9C4A0440_b.jpg,109.3356,26.922600000000006,0.34581,0.38242,0.4204100000000001,1.58499,1.51265,1.41457,0.107,25.22581,18.1314,14.37,86.49,0.9
./pano/9C4A0440_c.jpg,./shadow/9C4A0440_c.jpg,109.3356,26.922600000000006,0.34581,0.38242,0.4204100000000001,1.58499,1.51265,1.41457,0.107,25.22581,18.1314,16.01,87.0,0.97
./pano/9C4A0440_d.jpg,./shadow/9C4A0440_d.jpg,109.3356,26.922600000000006,0.34581,0.38242,0.4204100000000001,1.58499,1.51265,1.41457,0.107,25.22581,18.1314,5.43,89.3,0.44
./pano/9C4A0440_e.jpg,./shadow/9C4A0440_e.jpg,109.3356,26.922600000000006,0.34581,0.38242,0.4204100000000001,1.58499,1.51265,1.41457,0.107,25.22581,18.1314,-11.56,72.85,0.8
./pano/9C4A0440_f.jpg,./shadow/9C4A0440_f.jpg,109.3356,26.922600000000006,0.34581,0.38242,0.4204100000000001,1.58499,1.51265,1.41457,0.107,25.22581,18.1314,-16.93,60.04,0.43
./pano/9C4A0440_g.jpg,./shadow/9C4A0440_g.jpg,109.3356,26.922600000000006,0.34581,0.38242,0.4204100000000001,1.58499,1.51265,1.41457,0.107,25.22581,18.1314,-11.83,97.99,0.79
./pano/9C4A0489_a.jpg,./shadow/9C4A0489_a.jpg,233.4384,27.4212,0.43579,0.4545300000000001,0.4728100000000001,0.9407,0.8893,0.8185399999999999,0.10041,19.909879999999998,16.286620000000006,10.23,93.0,0.3
./pano/9C4A0489_b.jpg,./shadow/9C4A0489_b.jpg,233.4384,27.4212,0.43579,0.4545300000000001,0.4728100000000001,0.9407,0.8893,0.8185399999999999,0.10041,19.909879999999998,16.286620000000006,15.14,95.77,0.22
./pano/9C4A0489_c.jpg,./shadow/9C4A0489_c.jpg,233.4384,27.4212,0.43579,0.4545300000000001,0.4728100000000001,0.9407,0.8893,0.8185399999999999,0.10041,19.909879999999998,16.286620000000006,-9.57,60.97,0.29
./pano/9C4A0489_d.jpg,./shadow/9C4A0489_d.jpg,233.4384,27.4212,0.43579,0.4545300000000001,0.4728100000000001,0.9407,0.8893,0.8185399999999999,0.10041,19.909879999999998,16.286620000000006,15.39,86.77,0.3
./pano/9C4A0489_e.jpg,./shadow/9C4A0489_e.jpg,233.4384,27.4212,0.43579,0.4545300000000001,0.4728100000000001,0.9407,0.8893,0.8185399999999999,0.10041,19.909879999999998,16.286620000000006,-9.65,95.23,0.8
./pano/9C4A0489_f.jpg,./shadow/9C4A0489_f.jpg,233.4384,27.4212,0.43579,0.4545300000000001,0.4728100000000001,0.9407,0.8893,0.8185399999999999,0.10041,19.909879999999998,16.286620000000006,6.99,96.46,0.28
./pano/9C4A0489_g.jpg,./shadow/9C4A0489_g.jpg,233.4384,27.4212,0.43579,0.4545300000000001,0.4728100000000001,0.9407,0.8893,0.8185399999999999,0.10041,19.909879999999998,16.286620000000006,-18.71,67.41,0.13
./pano/9C4A0517_a.jpg,./shadow/9C4A0517_a.jpg,262.3788,43.0236,0.5679,0.56596,0.56703,0.01302,0.012,0.01112,0.35872,2.58897,19.11816,1.34,93.1,0.74
./pano/9C4A0517_b.jpg,./shadow/9C4A0517_b.jpg,262.3788,43.0236,0.5679,0.56596,0.56703,0.01302,0.012,0.01112,0.35872,2.58897,19.11816,-3.2,94.09,0.95
./pano/9C4A0517_c.jpg,./shadow/9C4A0517_c.jpg,262.3788,43.0236,0.5679,0.56596,0.56703,0.01302,0.012,0.01112,0.35872,2.58897,19.11816,18.03,68.52,0.49
./pano/9C4A0517_d.jpg,./shadow/9C4A0517_d.jpg,262.3788,43.0236,0.5679,0.56596,0.56703,0.01302,0.012,0.01112,0.35872,2.58897,19.11816,5.74,99.22,0.37
./pano/9C4A0517_e.jpg,./shadow/9C4A0517_e.jpg,262.3788,43.0236,0.5679,0.56596,0.56703,0.01302,0.012,0.01112,0.35872,2.58897,19.11816,-11.47,72.14,0.36
./pano/9C4A0517_f.jpg,./shadow/9C4A0517_f.jpg,262.3788,43.0236,0.5679,0.56596,0.56703,0.01302,0.012,0.01112,0.35872,2.58897,19.11816,18.61,68.84,0.02
./pano/9C4A0517_g.jpg,./shadow/9C4A0517_g.jpg,262.3788,43.0236,0.5679,0.56596,0.56703,0.01302,0.012,0.01112,0.35872,2.58897,19.11816,-10.82,87.74,0.11
./pano/9C4A0531_a.jpg,./shadow/9C4A0531_a.jpg,198.83160000000004,26.2674,0.22913000000000006,0.25245,0.27579000000000004,0.91305,0.8696799999999999,0.8075100000000001,0.11448,32.17347,14.85317,-15.84,76.52,0.91
